logs	Severity
[Sun Sep  3 08:02:17 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39832 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 123456789	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 rockyou	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 daniel	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 jessica	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 ashley	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 111111	0
[Sun Sep  3 08:02:17 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39860 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 password	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 iloveyou	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 12345678	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 babygirl	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 654321	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 iloveu	0
[Sun Sep  3 08:02:17 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39840 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 12345	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 1234567	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 nicole	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 lovely	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 qwerty	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 111111 	0
[Sun Sep  3 08:02:17 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39854 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu 123456789	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu rockyou	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu daniel	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu jessica	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu 111111	0
[Sun Sep  3 08:02:17 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39868 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu 12345	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu iloveyou	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu 1234567	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu nicole	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu lovely	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu qwerty	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu 	0
[Sun Sep  3 08:02:17 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39898 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu password	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu princess	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu 12345678	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu babygirl	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu michael	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu iloveu	0
[Sun Sep  3 08:02:17 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39908 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu 123456	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu abc123	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu monkey	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu 654321	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu ashley	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 iloveu 000000	0
[Sun Sep  3 08:02:17 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39870 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 000000 123456	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 000000 iloveyou	0
[Sun Sep  3 08:02:17 2023] 192.168.1.5 000000 princess	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 1234567	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 rockyou	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 12345678	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 babygirl	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 654321	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 111111	0
[Sun Sep  3 08:02:18 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39920 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 12345	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 abc123	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 monkey	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 michael	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 iloveu	0
[Sun Sep  3 08:02:18 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39948 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 123456789	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 nicole	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 lovely	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 ashley	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 000000	0
[Sun Sep  3 08:02:18 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39936 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 password	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 daniel	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 jessica	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 qwerty	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 000000 	0
[Sun Sep  3 08:02:18 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39960 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa password	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa daniel	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa jessica	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa qwerty	0
[Sun Sep  3 08:02:18 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39996 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa 123456789	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa nicole	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa lovely	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa ashley	0
[Sun Sep  3 08:02:18 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39992 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa 123456	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa iloveyou	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa princess	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa 1234567	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa rockyou	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa 12345678	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa babygirl	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa 654321	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa 111111	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa 000000	0
[Sun Sep  3 08:02:18 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39972 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa 12345	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa abc123	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa monkey	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa michael	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa iloveu	0
[Sun Sep  3 08:02:18 2023] 192.168.1.5 mufasa 	0
[Sun Sep  3 08:02:18 2023] HASSH: 192.168.1.5 b6e912c842d3786cdb9027615745c7b5 sport: 39982 ttl: 64	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
[Sun Sep  3 07:34:11 2023] ssh-honeypot 0.2.0 started on port 22. PID 3240	0
"Sep  2 17:40:48 backmain useradd[664]: new group: name=backmain, GID=1000"	1
"Sep  2 17:40:48 backmain useradd[664]: new user: name=backmain, UID=1000, GID=1000, home=/home/backmain, shell=/bin/bash, from=none"	1
Sep  2 17:40:48 backmain useradd[664]: add 'backmain' to group 'adm'	1
Sep  2 17:40:48 backmain useradd[664]: add 'backmain' to group 'cdrom'	1
Sep  2 17:40:48 backmain useradd[664]: add 'backmain' to group 'sudo'	1
Sep  2 17:40:48 backmain useradd[664]: add 'backmain' to group 'dip'	1
Sep  2 17:40:48 backmain useradd[664]: add 'backmain' to group 'plugdev'	1
Sep  2 17:40:48 backmain useradd[664]: add 'backmain' to group 'lxd'	1
Sep  2 17:40:48 backmain useradd[664]: add 'backmain' to shadow group 'adm'	1
Sep  2 17:40:48 backmain useradd[664]: add 'backmain' to shadow group 'cdrom'	1
Sep  2 17:40:48 backmain useradd[664]: add 'backmain' to shadow group 'sudo'	1
Sep  2 17:40:48 backmain useradd[664]: add 'backmain' to shadow group 'dip'	1
Sep  2 17:40:48 backmain useradd[664]: add 'backmain' to shadow group 'plugdev'	1
Sep  2 17:40:48 backmain useradd[664]: add 'backmain' to shadow group 'lxd'	1
Sep  2 17:40:48 backmain systemd-logind[696]: New seat seat0.	3
Sep  2 17:40:48 backmain systemd-logind[696]: Watching system buttons on /dev/input/event0 (Power Button)	3
Sep  2 17:40:48 backmain systemd-logind[696]: Watching system buttons on /dev/input/event1 (Sleep Button)	3
Sep  2 17:40:48 backmain systemd-logind[696]: Watching system buttons on /dev/input/event2 (AT Translated Set 2 keyboard)	3
Sep  2 17:40:51 backmain sshd[797]: Server listening on 0.0.0.0 port 22.	3
Sep  2 17:40:51 backmain sshd[797]: Server listening on :: port 22.	3
"Sep  2 17:41:02 backmain useradd[1153]: new user: name=lxd, UID=999, GID=100, home=/var/snap/lxd/common/lxd, shell=/bin/false, from=none"	1
Sep  2 17:41:09 backmain sshd[797]: Received signal 15; terminating.	3
Sep  2 17:41:09 backmain sshd[1373]: Server listening on 0.0.0.0 port 22.	3
Sep  2 17:41:09 backmain sshd[1373]: Server listening on :: port 22.	3
Sep  2 17:41:38 backmain login[749]: pam_unix(login:session): session opened for user backmain(uid=1000) by LOGIN(uid=0)	3
Sep  2 17:41:38 backmain systemd-logind[696]: New session 1 of user backmain.	3
Sep  2 17:41:38 backmain systemd: pam_unix(systemd-user:session): session opened for user backmain(uid=1000) by (uid=0)	3
Sep  2 17:41:51 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain ; USER=root ; COMMAND=/usr/bin/apt update	2
Sep  2 17:41:51 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 17:41:56 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 17:49:57 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain ; USER=root ; COMMAND=/usr/bin/apt install git	2
Sep  2 17:49:57 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 17:50:10 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 17:53:21 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/endlessh ; USER=root ; COMMAND=/usr/bin/apt install make	2
Sep  2 17:53:21 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 17:53:27 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 17:54:27 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/endlessh ; USER=root ; COMMAND=/usr/bin/apt install libc6-dev	2
Sep  2 17:54:27 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 17:54:53 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 17:57:16 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/endlessh ; USER=root ; COMMAND=/usr/bin/make	2
Sep  2 17:57:16 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 17:57:16 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:17:01 backmain CRON[2874]: pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)	3
Sep  2 18:17:01 backmain CRON[2874]: pam_unix(cron:session): session closed for user root	3
Sep  2 18:18:24 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/mhn ; USER=root ; COMMAND=./install.sh	2
Sep  2 18:18:24 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:22:48 backmain sshd[1373]: Received signal 15; terminating.	3
Sep  2 18:22:48 backmain sshd[17785]: Server listening on 0.0.0.0 port 22.	3
Sep  2 18:22:48 backmain sshd[17785]: Server listening on :: port 22.	3
Sep  2 18:23:49 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:25:09 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/mhn ; USER=root ; COMMAND=./install.sh	2
Sep  2 18:25:09 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:25:14 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:25:28 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/mhn ; USER=root ; COMMAND=/usr/bin/apt install pip3	2
Sep  2 18:25:28 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:25:28 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:25:44 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/mhn ; USER=root ; COMMAND=/usr/bin/apt install python3-pip	2
Sep  2 18:25:44 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:26:00 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:26:07 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/mhn ; USER=root ; COMMAND=/usr/bin/apt install python3	2
Sep  2 18:26:07 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:26:08 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:26:11 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/mhn ; USER=root ; COMMAND=./install.sh	2
Sep  2 18:26:11 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:26:26 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:26:45 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/mhn ; USER=root ; COMMAND=/usr/bin/apt install python3-pip	2
Sep  2 18:26:45 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:26:58 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:27:01 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/mhn ; USER=root ; COMMAND=./install.sh	2
Sep  2 18:27:01 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:27:11 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:27:39 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/mhn ; USER=root ; COMMAND=/usr/bin/apt install python3-pip	2
Sep  2 18:27:39 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:27:51 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:28:20 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/mhn ; USER=root ; COMMAND=./install.sh	2
Sep  2 18:28:20 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:28:31 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:29:23 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/mhn ; USER=root ; COMMAND=/usr/bin/apt install python-pip	2
Sep  2 18:29:23 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:29:24 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:29:46 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/mhn ; USER=root ; COMMAND=./install.sh	2
Sep  2 18:29:46 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:29:51 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:31:27 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/mhn ; USER=root ; COMMAND=./install.sh	2
Sep  2 18:31:27 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:31:55 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:33:00 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/mhn ; USER=root ; COMMAND=/usr/bin/apt install python-dev	2
Sep  2 18:33:00 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:33:00 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:34:48 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/mhn ; USER=root ; COMMAND=/usr/bin/apt install python2-dev	2
Sep  2 18:34:48 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:34:58 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:46:35 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/pshitt ; USER=root ; COMMAND=/usr/bin/apt isntall located	2
Sep  2 18:46:35 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:46:35 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:46:40 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/pshitt ; USER=root ; COMMAND=/usr/bin/apt isntall plocate	2
Sep  2 18:46:40 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:46:40 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:46:46 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/pshitt ; USER=root ; COMMAND=/usr/bin/apt install plocate	2
Sep  2 18:46:46 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
"Sep  2 18:46:49 backmain groupadd[22903]: group added to /etc/group: name=plocate, GID=119"	3
Sep  2 18:46:49 backmain groupadd[22903]: group added to /etc/gshadow: name=plocate	3
"Sep  2 18:46:49 backmain groupadd[22903]: new group: name=plocate, GID=119"	3
Sep  2 18:47:01 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:48:52 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain/pshitt ; USER=root ; COMMAND=/usr/sbin/ufw allow 22	2
Sep  2 18:48:52 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 18:48:53 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 18:49:58 backmain systemd-logind[696]: System is rebooting.	3
Sep  2 18:52:01 backmain sshd[728]: Server listening on 0.0.0.0 port 22.	3
Sep  2 18:52:01 backmain sshd[728]: Server listening on :: port 22.	3
Sep  2 18:52:01 backmain systemd-logind[685]: New seat seat0.	3
Sep  2 18:52:01 backmain systemd-logind[685]: Watching system buttons on /dev/input/event0 (Power Button)	3
Sep  2 18:52:01 backmain systemd-logind[685]: Watching system buttons on /dev/input/event1 (Sleep Button)	3
Sep  2 18:52:01 backmain systemd-logind[685]: Watching system buttons on /dev/input/event2 (AT Translated Set 2 keyboard)	3
Sep  2 19:01:31 backmain login[708]: pam_unix(login:session): session opened for user backmain(uid=1000) by LOGIN(uid=0)	3
Sep  2 19:01:31 backmain systemd-logind[685]: New session 1 of user backmain.	3
Sep  2 19:01:31 backmain systemd: pam_unix(systemd-user:session): session opened for user backmain(uid=1000) by (uid=0)	3
Sep  2 19:02:15 backmain sshd[1054]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.8.187  user=backmain	3
Sep  2 19:02:16 backmain sshd[1054]: Failed password for backmain from 192.168.8.187 port 53318 ssh2	3
Sep  2 19:02:19 backmain sshd[1054]: Connection closed by authenticating user backmain 192.168.8.187 port 53318 [preauth]	3
Sep  2 19:03:01 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain ; USER=root ; COMMAND=/usr/sbin/ufw allow 80	2
Sep  2 19:03:01 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 19:03:01 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 19:03:05 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain ; USER=root ; COMMAND=/usr/sbin/ufw allow 443	2
Sep  2 19:03:05 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 19:03:05 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 19:03:22 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain ; USER=root ; COMMAND=/usr/sbin/ufw enable	2
Sep  2 19:03:22 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 19:03:23 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 19:06:55 backmain sudo: backmain : TTY=tty1 ; PWD=/home/backmain ; USER=root ; COMMAND=/usr/bin/mv endlessh/ /usr/local/bin/	2
Sep  2 19:06:55 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 19:06:55 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 19:08:50 backmain sudo: backmain : TTY=tty1 ; PWD=/usr/local/bin/endlessh ; USER=root ; COMMAND=/usr/bin/cp util/endlessh.service /etc/systemd/system/	2
Sep  2 19:08:50 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 19:08:50 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 19:09:13 backmain sudo: backmain : TTY=tty1 ; PWD=/usr/local/bin/endlessh ; USER=root ; COMMAND=/usr/bin/systemctl enable endlessh	2
Sep  2 19:09:13 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 19:09:13 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 19:09:47 backmain sudo: backmain : TTY=tty1 ; PWD=/usr/local/bin/endlessh ; USER=root ; COMMAND=/usr/bin/mkdir -p /etc/endlessh	2
Sep  2 19:09:47 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 19:09:47 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 19:10:00 backmain sudo: backmain : TTY=tty1 ; PWD=/usr/local/bin/endlessh ; USER=root ; COMMAND=/usr/bin/nano /etc/endlessh/config	2
Sep  2 19:10:00 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 19:10:14 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 19:14:47 backmain sudo: backmain : TTY=tty1 ; PWD=/usr/local/bin/endlessh ; USER=root ; COMMAND=/usr/bin/systemctl start endlessh	2
Sep  2 19:14:47 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 19:14:47 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 19:15:54 backmain sudo: backmain : TTY=tty1 ; PWD=/usr/local/bin/endlessh ; USER=root ; COMMAND=/usr/bin/apt install net-tools	2
Sep  2 19:15:54 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 19:16:01 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 19:16:09 backmain sudo: backmain : TTY=tty1 ; PWD=/usr/local/bin/endlessh ; USER=root ; COMMAND=/usr/bin/netstat -tulpn	2
Sep  2 19:16:09 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 19:16:09 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 19:16:20 backmain sudo: backmain : TTY=tty1 ; PWD=/usr/local/bin/endlessh ; USER=root ; COMMAND=/usr/bin/netstat -tulpn	2
Sep  2 19:16:20 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
Sep  2 19:16:20 backmain sudo: pam_unix(sudo:session): session closed for user root	3
Sep  2 19:16:52 backmain sudo: backmain : TTY=tty1 ; PWD=/usr/local/bin/endlessh ; USER=root ; COMMAND=/usr/bin/systemctl start endlessh	2
Sep  2 19:16:52 backmain sudo: pam_unix(sudo:session): session opened for user root(uid=0) by backmain(uid=1000)	3
